,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
62472,1749,17559,5.0,92.6175,0.1221433,3.071443,0.02513029,0.8726535,0.6927528,0.3232851,2.945361,-0.0001205261,0.9492254,0.3082219,0.7904556
62480,1757,15879,3.0,93.6617,0.1503154,2.422224,0.0241003,0.9909386,0.7474875,0.1105398,2.815998,-0.0003160296,0.8563953,0.3133132,0.6999987
62482,1759,19539,4.0,92.8953,0.09851752,3.487699,0.02161539,1.002264,0.7701122,-0.6423683,3.097262,-0.0004190505,1.06948,0.2036462,0.927248
62490,1767,18462,3.0,90.8872,0.1579648,2.818888,0.02252762,0.9270306,0.8155927,-0.4310298,2.198593,-0.0001867626,0.9534355,0.2723074,0.8823682
62502,1779,15993,8.0,91.574,0.1005304,3.364704,0.02103988,1.035407,0.7784941,-1.396643,2.867487,-0.0001197321,1.133244,0.2016562,0.90333
62504,1781,15377,4.0,91.0675,0.1005304,3.364704,0.02103988,1.035407,0.7784941,-1.396643,2.490842,1.387354e-05,1.069058,0.2016562,0.90333
62506,1783,16542,9.0,90.1225,0.185716,2.166679,0.02181831,1.028897,0.8121926,-0.5852862,2.141799,0.0001779852,1.124153,0.315586,0.7395022
62507,1784,19673,2.0,90.9245,0.185716,2.166679,0.02181831,1.028897,0.8121926,-0.5852862,2.479885,2.455936e-05,1.178719,0.315586,0.7395022
62510,1787,15753,1.0,91.944,0.1722374,2.664766,0.02456,0.9245684,0.8125052,-0.7055826,2.213685,-5.925045e-06,0.999673,0.2990792,0.8467795
62521,1798,16133,6.0,92.0204,0.1216996,2.872986,0.02426189,1.154945,0.8087475,-0.5535507,3.01265,-0.0002441744,1.020809,0.2241429,0.8393674
62522,1799,19432,3.0,93.5791,0.1144794,2.79285,0.02465909,1.214641,0.7759998,-0.3180201,3.00487,-0.0002455993,1.004671,0.2321294,0.7834611
62526,1803,16011,1.0,93.1174,0.1110404,3.075285,0.02620715,1.157717,0.8012353,-0.05533527,2.108396,-0.0002565564,0.9689878,0.214792,0.854856
62536,1813,17743,2.0,92.179,0.1119191,3.104678,0.02122758,1.091661,0.7567786,-0.01561568,2.466968,2.43051e-05,1.178318,0.2336086,0.8708434
62547,1824,18697,2.0,90.3131,0.1348952,2.821545,0.02471466,1.055036,0.7431009,-0.2176686,2.658312,-9.468304e-05,0.9974766,0.2902107,0.8165707
62549,1826,15701,1.0,90.0963,0.1352299,2.663325,0.02164836,1.113985,0.75289,-0.1291659,2.603252,-6.804754e-05,0.9569711,0.2778941,0.7973909
62550,1827,16064,3.0,91.0416,0.1577566,2.3071,0.0208057,1.048023,0.782875,-0.2897666,2.604641,-6.768962e-05,0.968237,0.2923943,0.7247554
62559,1836,16146,5.0,92.3195,0.1444829,2.630854,0.02012743,0.9103433,0.7913886,-0.6268031,2.670465,6.074345e-05,1.205983,0.26386,0.7629671
62562,1839,18616,13.0,91.1226,0.155997,2.699938,0.01880495,0.9469931,0.7916775,0.1379442,2.653808,4.114774e-05,1.167362,0.2799285,0.8495225
62564,1841,18606,7.0,90.6756,0.1115076,3.032098,0.0189257,1.149977,0.7409384,-0.0878135,2.880336,-1.347466e-05,1.071305,0.2387611,0.8722949
62567,1844,18084,1.0,92.6694,0.1853935,1.907951,0.01894237,1.11951,0.7777612,0.2274922,2.801296,0.000141914,0.8536413,0.3388589,0.6829474
62570,1847,18110,2.0,93.7903,0.166182,1.911963,0.02165295,1.204198,0.7920977,-0.5126206,2.868095,-0.0002393012,0.8745045,0.300404,0.6628496
62573,1850,18472,3.0,93.439,0.1395041,2.218278,0.02147782,1.226436,0.7466381,-0.7530116,3.051654,-0.0001306014,0.8590146,0.2899286,0.6861786
62576,1853,18461,1.0,92.4997,0.1487079,2.383629,0.02218656,1.149232,0.7588289,-0.626563,3.062987,-0.000128144,0.8560716,0.2979025,0.7478813
62577,1854,18941,1.0,91.8373,0.1463924,2.437081,0.02247326,1.086427,0.7688665,-0.6739578,3.089601,-0.0001199729,0.8557308,0.2867431,0.739371
62584,1861,15008,1.0,94.8026,0.1374208,2.770026,0.02161186,0.8162305,0.6813027,-0.8303437,2.495758,0.0002402026,0.6865812,0.3440026,0.7324021
62587,1864,15837,3.0,93.7206,0.1581499,2.345671,0.02278068,0.9609062,0.750857,-0.5016697,2.267448,0.0004022445,0.8707317,0.3220632,0.6924916
62594,1871,19217,3.0,91.8449,0.1145792,3.098271,0.02417701,0.9368905,0.7121896,-0.7780442,2.145395,0.0002377078,0.90736,0.2748354,0.7974113
62601,1878,17477,8.0,91.5937,0.1252675,2.936788,0.02359793,0.851921,0.6725311,-0.8033685,2.167483,0.0002013152,1.079776,0.3305554,0.7496576
62605,1882,16610,1.0,90.9221,0.1252675,2.936788,0.02359793,0.851921,0.6725311,-0.8033685,2.516474,4.968209e-05,1.11794,0.3305554,0.7496576
62609,1886,18089,4.0,91.2863,0.1272758,2.573363,0.02403661,1.08021,0.6858232,-0.2322792,2.980074,-0.0001443576,1.103718,0.3230689,0.6904554
62614,1891,16971,7.0,92.2297,0.2161058,1.921485,0.0247893,0.9248048,0.695816,0.1214068,2.620055,-0.0003071005,1.061878,0.4988832,0.626969
62616,1893,15698,6.0,94.3846,0.2207812,1.705632,0.0254295,0.9487535,0.8067023,0.1726168,2.53559,-0.0003161608,1.068851,0.3793282,0.604262
62624,1901,19504,3.0,91.8278,0.185492,2.061141,0.02605909,0.9875405,0.7521335,0.3155592,2.705599,-0.0002210566,0.9313614,0.3750988,0.6523678
62626,1903,19608,3.0,93.1402,0.220458,1.809647,0.02561628,0.8317872,0.7957487,-0.3780053,2.72236,-0.0002128446,0.9776594,0.3896276,0.5965654
62630,1907,17349,2.0,91.5216,0.1800135,2.283062,0.02611226,0.8494808,0.7836026,-0.5705399,2.936837,-6.793472e-05,0.8637804,0.3367407,0.6796112
62632,1909,18634,6.0,92.2133,0.2131483,1.823662,0.02548641,0.9790054,0.8011844,-0.05766042,2.832887,-0.0001022686,0.8307336,0.3727687,0.6374917
62634,1911,16336,24.0,92.982,0.1993242,1.926638,0.02609488,1.015219,0.7864551,0.03903678,3.092983,-0.0003395078,0.840601,0.3654955,0.6528419
62636,1913,18391,1.0,91.669,0.1993242,1.926638,0.02609488,1.015219,0.7864551,0.03903678,2.58319,-0.0001247635,1.175844,0.3654955,0.6528419
62642,1919,15392,1.0,91.4301,0.1835635,1.991631,0.02401687,0.9876688,0.6835861,-0.4374112,3.015393,-2.05023e-05,1.188637,0.4456003,0.6144261
62646,1923,18513,4.0,91.4212,0.1549461,2.391157,0.024405,0.9890382,0.7374246,-0.5048113,3.013378,6.635844e-05,1.23743,0.3309984,0.6973044
62647,1924,15041,5.0,93.186,0.1549461,2.391157,0.024405,0.9890382,0.7374246,-0.5048113,2.521954,0.0003138215,1.284788,0.3309984,0.6973044
62657,1934,15340,6.0,91.4453,0.1786271,1.979277,0.02136848,1.08471,0.7238475,-0.3129275,2.735841,0.000241675,1.120894,0.382933,0.6532536
62665,1942,16169,5.0,92.6723,0.1553573,1.891141,0.02116833,1.196115,0.7109087,-0.463184,2.894898,0.0001820578,1.025816,0.3505597,0.6048481
62668,1945,17845,5.0,91.031,0.1731058,1.914088,0.02367885,1.130832,0.7268326,-0.149524,2.59648,0.0001303368,1.106849,0.3737159,0.6262962
62675,1952,19938,2.0,91.0812,0.1992287,1.95657,0.02070212,0.855194,0.7142475,-0.74932,2.937792,-0.0001575296,0.9141078,0.4323732,0.6151736
62677,1954,17211,1.0,91.455,0.2122601,1.822525,0.02327467,0.8449409,0.7487743,-0.7945971,2.833063,0.0002020182,1.030026,0.4212493,0.5901001
62679,1956,19967,1.0,91.328,0.1770188,2.373513,0.02458759,0.8072882,0.7361888,-0.7560577,2.88629,0.0002178653,1.017968,0.3731739,0.6875436
62681,1958,17091,1.0,91.6385,0.1770188,2.373513,0.02458759,0.8072882,0.7361888,-0.7560577,2.638748,0.0001658102,0.8436447,0.3731739,0.6875436
62691,1968,16882,8.0,92.6068,0.2282075,1.790272,0.02521983,0.8435516,0.8193949,-0.8917137,2.888274,-2.55607e-05,0.8317186,0.3784159,0.6112412
62692,1969,15910,1.0,92.4035,0.2282075,1.790272,0.02521983,0.8435516,0.8193949,-0.8917137,2.899546,-9.909029e-05,0.8586291,0.3784159,0.6112412
62698,1975,15026,1.0,91.4063,0.1930269,1.812245,0.02521606,0.9726896,0.7037728,-0.7340114,2.69178,3.138011e-05,0.9011394,0.4419318,0.5744636
62700,1977,15000,1.0,91.2685,0.1930269,1.812245,0.02521606,0.9726896,0.7037728,-0.7340114,2.680277,0.0001494278,1.155587,0.4419318,0.5744636
62710,1987,16124,2.0,92.3066,0.1574699,2.253262,0.02238627,1.128328,0.7391755,-0.9597401,2.317955,-1.315201e-05,1.228305,0.3303564,0.7114034
62711,1988,17244,1.0,91.3771,0.1574699,2.253262,0.02238627,1.128328,0.7391755,-0.9597401,2.402743,-1.764825e-05,0.9735733,0.3303564,0.7114034
62719,1996,17628,1.0,92.4185,0.179841,2.208128,0.01924267,1.048772,0.7701288,-0.5753842,2.093696,0.0003096849,1.126859,0.3367534,0.7488418
62722,1999,18625,1.0,95.4114,0.187931,2.471097,0.01931031,0.8993144,0.8162386,-0.3779847,2.368634,0.0003762661,1.071084,0.3120253,0.8264891
62723,2000,15524,10.0,91.0821,0.187931,2.471097,0.01931031,0.8993144,0.8162386,-0.3779847,2.286995,0.0001134886,1.116691,0.3120253,0.8264891
62727,2004,18131,8.0,91.0102,0.1872226,2.331904,0.02223279,0.8137994,0.8046032,-1.145226,2.67161,4.141503e-05,1.056214,0.3245349,0.7219387
62732,2009,16227,1.0,89.6238,0.1430002,2.748302,0.02242112,1.025561,0.767031,-0.2954971,2.292912,-9.519404e-05,1.083892,0.2822627,0.8270257
62736,2013,16050,1.0,92.2297,0.1318118,2.576884,0.01983625,0.9987509,0.678934,-0.3572362,2.046468,-0.0003167632,1.169679,0.3303867,0.7047814
62739,2016,17039,5.0,94.2337,0.169258,2.208597,0.01943264,0.9242958,0.7457945,0.1415087,2.008527,-0.0003289048,1.152595,0.3404019,0.6754178
62740,2017,17869,6.0,93.1424,0.1423889,2.804645,0.02020855,0.9307094,0.7926928,0.2343028,2.001923,-0.0003288553,1.148111,0.2597891,0.8321939
62749,2026,19158,3.0,91.2713,0.0970412,3.302904,0.02129685,1.123636,0.7284702,-0.06605114,2.074709,-0.0001362802,1.106331,0.2242118,0.8730899
62750,2027,17946,10.0,91.4536,0.09451643,3.518971,0.02193419,1.148167,0.7325074,0.363856,2.054206,-0.0001436302,1.08641,0.2182295,0.9595712
62761,2038,17311,1.0,90.2311,0.08130167,3.936294,0.01883595,1.063427,0.8109258,-0.8348519,2.224913,-9.430155e-05,1.006799,0.1532568,1.065689
62772,2049,17789,1.0,91.1007,0.1116675,2.926228,0.02121107,1.203601,0.7051659,-0.8034257,2.340344,0.0001219021,1.145129,0.2685174,0.8203398
62773,2050,19663,3.0,91.841,0.1116675,2.926228,0.02121107,1.203601,0.7051659,-0.8034257,2.556497,0.0002768452,1.0387,0.2685174,0.8203398
62775,2052,18139,2.0,92.0679,0.1107482,2.791691,0.02204937,1.135799,0.670085,-1.034894,2.638608,0.0003033891,1.115441,0.2971883,0.7255015
62780,2057,19711,7.0,91.1158,0.1742202,1.766112,0.02528403,1.117646,0.6441707,-0.5757944,2.790523,2.8759e-05,0.9910902,0.4823365,0.5474582
62791,2068,15767,3.0,92.9463,0.1661294,1.969524,0.02381631,1.166366,0.7803326,-0.5168904,2.685976,0.0001585193,0.872966,0.3129971,0.6554767
62793,2070,17845,13.0,90.5754,0.14977,2.313078,0.02275487,1.198202,0.7721251,-0.3184113,2.304949,-1.696084e-05,0.9886645,0.2904656,0.7440959
62816,2093,15179,2.0,90.6715,0.1532167,2.497675,0.01928439,0.9982155,0.7597827,-0.9132995,2.552157,-8.283254e-05,1.055982,0.2999382,0.7671924
62818,2095,16023,1.0,90.3293,0.1703815,2.241065,0.01969883,0.9772327,0.751123,-0.8904047,2.26115,-2.383444e-05,0.9497496,0.3380526,0.7060469
62821,2098,18492,1.0,92.2499,0.1703815,2.241065,0.01969883,0.9772327,0.751123,-0.8904047,2.339345,0.0003670472,0.8882054,0.3380526,0.7060469
62827,2104,18467,3.0,90.558,0.1455348,2.392671,0.02084767,1.092517,0.7256223,-0.5880807,2.36947,-0.000101604,0.8896777,0.3172228,0.7187876
62831,2108,18523,9.0,90.7717,0.1120866,2.791386,0.02399458,1.129604,0.6403741,-1.020259,2.347104,-3.958586e-06,0.9217621,0.3334121,0.7084947
62839,2116,18209,1.0,91.1938,0.1461192,2.325155,0.02117113,1.099987,0.6698653,-0.7626887,2.314842,-0.0002142324,1.048439,0.3742527,0.6793341
62840,2117,17426,1.0,91.6694,0.1461192,2.325155,0.02117113,1.099987,0.6698653,-0.7626887,2.33652,-0.0002583461,0.9432569,0.3742527,0.6793341
62842,2119,16314,1.0,92.0863,0.119023,2.642334,0.02404191,1.223624,0.6686465,-0.7388802,2.09707,-0.0001669189,0.7874794,0.3214333,0.720385
62847,2124,18102,2.0,95.3612,0.1750774,1.883917,0.02442646,0.9439763,0.6666446,-1.245092,2.100851,-0.0004158149,0.9784232,0.4503628,0.5511732
62860,2137,19428,2.0,92.7967,0.1701924,2.225325,0.02388853,0.8962708,0.7565269,-1.107472,3.013614,-0.0002838778,1.123016,0.3402304,0.6571032
62865,2142,15902,3.0,93.4755,0.1408233,2.626707,0.0245427,0.9053993,0.7186825,-1.495916,2.979234,-0.0002977535,1.018567,0.3214107,0.7090136
62868,2145,19784,3.0,91.8153,0.1372826,2.693735,0.02415309,0.9197244,0.7354287,-1.379074,2.889707,-0.0001534886,1.02442,0.2996731,0.7318748
62869,2146,16725,1.0,93.4277,0.1537742,2.503145,0.0231296,0.9243254,0.7674458,-1.590955,2.861803,-0.0001615892,1.042515,0.3014534,0.7270008
62877,2154,17537,4.0,95.5734,0.140508,2.75009,0.02163567,0.8034072,0.8003115,-2.246044,2.755448,-7.081112e-05,1.168599,0.2541579,0.7524228
62880,2157,15712,2.0,95.4231,0.1294725,3.109039,0.0209085,0.7595928,0.8187566,-1.814186,2.500608,-0.0003449885,1.159815,0.2252888,0.8468131
62890,2167,17811,1.0,93.8955,0.1187515,3.173754,0.02008834,0.9330433,0.7632571,-1.371699,2.943068,-0.00033063,0.9642755,0.2394322,0.8863625
62892,2169,18489,1.0,94.13,0.1057585,3.32707,0.02081806,0.9042477,0.7791839,-1.870437,3.062216,-0.0003368513,0.911352,0.2095453,0.8717752
62896,2173,19681,6.0,95.8389,0.05655569,4.499108,0.01920313,0.758039,0.6787697,-1.333764,3.087734,-8.505705e-05,0.8310161,0.1658308,0.9534946
62899,2176,15529,6.0,95.9217,0.08520135,3.920443,0.02155272,0.8744043,0.6911319,-0.6574086,2.650731,5.020192e-05,0.6996403,0.2248409,0.9765914
62905,2182,18023,1.0,92.757,0.1935967,2.059601,0.02312048,0.8602696,0.7353257,-0.1456873,2.157771,-0.0002169091,0.8405988,0.401997,0.6360628
62908,2185,16690,4.0,94.658,0.1595508,2.462767,0.02263376,0.861618,0.6875542,-0.4892177,2.112528,0.0003982271,0.7852041,0.3867501,0.6917678
62917,2194,17523,8.0,90.6607,0.1979943,2.009272,0.0242097,0.8846543,0.6519545,-0.1343251,2.22647,0.0002005892,0.9574926,0.5242935,0.6052245
62918,2195,15882,9.0,90.3257,0.1979943,2.009272,0.0242097,0.8846543,0.6519545,-0.1343251,2.163361,-5.879254e-05,1.109352,0.5242935,0.6052245
62919,2196,17416,19.0,90.6177,0.1979943,2.009272,0.0242097,0.8846543,0.6519545,-0.1343251,2.02442,-0.0001597701,1.115792,0.5242935,0.6052245
62921,2198,17053,6.0,92.4861,0.1888848,2.158457,0.02536121,0.8035336,0.6651582,-0.3809681,2.190894,-0.0001444024,1.182744,0.4856982,0.6167893
62922,2199,18985,1.0,93.6526,0.1888848,2.158457,0.02536121,0.8035336,0.6651582,-0.3809681,2.408374,-0.0004020239,1.094399,0.4856982,0.6167893
62926,2203,19371,4.0,92.7916,0.1765536,2.422546,0.02446065,0.8117356,0.7428311,-0.5549074,2.148362,-0.0003734241,1.048675,0.3654569,0.7070937
62930,2207,17639,9.0,90.4168,0.1874986,2.049176,0.02589085,0.9156863,0.7073253,-0.04428653,2.353386,-7.999954e-05,0.9456379,0.4278028,0.6194842
62935,2212,18207,7.0,91.8341,0.1482877,2.230919,0.02425598,0.9647659,0.6509478,-0.5022587,3.081205,-0.0002501352,1.072074,0.4087192,0.5994502
62940,2217,18779,11.0,94.356,0.1033357,3.12773,0.02409846,0.8673649,0.6438045,-0.7792989,2.583216,-0.0004105298,1.068928,0.3090064,0.7247427
62941,2218,18353,2.0,93.5298,0.1033357,3.12773,0.02409846,0.8673649,0.6438045,-0.7792989,2.783193,-0.0003384027,1.096361,0.3090064,0.7247427
62942,2219,17192,1.0,93.2996,0.1033357,3.12773,0.02409846,0.8673649,0.6438045,-0.7792989,2.216658,-5.268505e-05,1.136498,0.3090064,0.7247427
62943,2220,18944,2.0,93.1208,0.1045474,3.358096,0.02335456,0.8013175,0.7202713,-0.8716494,2.216199,-5.509026e-05,1.145377,0.2477802,0.8193731
62952,2229,16312,4.0,90.3192,0.1444606,2.549094,0.0226238,1.047288,0.7628855,-0.8678045,2.121925,-0.0001157705,1.059114,0.2881961,0.7588087
62956,2233,19521,2.0,89.9221,0.122086,3.042525,0.02547811,0.9799705,0.7192567,-0.1818094,2.172282,-0.0001007573,1.01398,0.2864866,0.816022
62959,2236,18120,2.0,94.0683,0.1124436,3.213447,0.02582929,0.9208969,0.7008736,0.2692318,2.727581,-0.0001543072,0.7445188,0.2827977,0.8157209
62960,2237,19445,8.0,92.323,0.1124436,3.213447,0.02582929,0.9208969,0.7008736,0.2692318,2.79533,-9.773442e-05,0.8473859,0.2827977,0.8157209
62962,2239,16304,1.0,92.0251,0.1266893,2.780908,0.02430156,0.936055,0.6615046,0.3657411,2.69956,0.0001040879,1.01495,0.3465243,0.7135175
62970,2247,19504,10.0,90.1451,0.1305678,3.192191,0.02482852,0.8031229,0.8007841,-0.4507512,2.886513,4.289504e-05,0.9631524,0.2433359,0.8748758
62972,2249,18634,7.0,90.1322,0.1071838,3.552391,0.02409911,0.7940725,0.7955532,-0.6923765,3.101124,7.399131e-05,1.016013,0.2084469,0.9190424
62980,2257,17328,3.0,94.5294,0.0988621,3.478387,0.02262196,0.8737156,0.7631119,-0.6848726,2.900355,3.527732e-05,1.347594,0.2097198,0.8704337
62984,2261,15497,1.0,92.0879,0.09047094,3.848955,0.02351401,0.8470958,0.7963532,-0.679791,2.694512,-7.050947e-05,0.9973085,0.1807521,0.9686384
62985,2262,17712,3.0,91.0967,0.09047094,3.848955,0.02351401,0.8470958,0.7963532,-0.679791,2.881446,0.0001565901,1.101637,0.1807521,0.9686384
62993,2270,16469,3.0,90.9803,0.1209618,2.92987,0.0242534,0.9905183,0.7132074,-0.4107171,3.017812,-0.0001887036,0.9913961,0.2867495,0.7758807
62994,2271,18641,2.0,90.003,0.1209618,2.92987,0.0242534,0.9905183,0.7132074,-0.4107171,2.633014,-0.0001653651,1.008526,0.2867495,0.7758807
62998,2275,18034,1.0,91.6277,0.1095699,3.249127,0.02088027,1.024401,0.7086732,-0.5312665,2.468069,-0.0002340871,1.168509,0.2610308,0.8866912
63000,2277,16555,15.0,91.7357,0.09034664,3.458013,0.02060335,1.065254,0.6795487,-0.7215792,2.443009,-5.980995e-05,1.247863,0.2416574,0.8689928
63001,2278,17452,2.0,91.0421,0.07929715,3.812792,0.02015334,1.124646,0.6733009,-0.4247339,2.433691,-7.014397e-05,1.232666,0.2207966,0.966258
63002,2279,19152,10.0,90.1924,0.07929715,3.812792,0.02015334,1.124646,0.6733009,-0.4247339,2.85329,3.858668e-05,1.052268,0.2207966,0.966258
63007,2284,18667,2.0,90.789,0.1493309,2.099626,0.01942408,1.23768,0.7104833,-0.08808772,2.523159,3.422668e-05,1.066333,0.3355857,0.6769554
63010,2287,18052,3.0,91.3864,0.11052,2.757239,0.02048587,1.29319,0.7087823,-0.04599552,2.356887,0.0001514169,1.129266,0.2620565,0.7849575
63012,2289,18447,1.0,93.7427,0.1108771,2.74875,0.02119785,1.257913,0.7206035,-0.1196533,2.938806,0.0003440687,1.165041,0.2555882,0.7702504
63016,2293,18393,1.0,96.2945,0.1190927,2.746545,0.0218625,1.295214,0.7627683,-0.4698552,3.082529,0.0003773681,1.245378,0.2433751,0.833535
63024,2301,17058,2.0,93.9385,0.08105725,3.786255,0.01911869,1.045094,0.7777191,-0.8725619,3.101933,0.0003777902,1.216031,0.1666869,0.9713533
63028,2305,17267,3.0,94.2508,0.1554299,2.471796,0.01961588,0.9365392,0.7969681,-1.138047,2.774114,0.0002915824,1.283098,0.2766081,0.749376
63031,2308,15046,4.0,90.6049,0.1515887,2.556632,0.02088679,0.9670852,0.7699273,-0.5915806,2.733858,0.0002718236,1.083072,0.292043,0.7676219
63032,2309,18914,1.0,91.0484,0.1515887,2.556632,0.02088679,0.9670852,0.7699273,-0.5915806,2.639262,7.906818e-05,1.201898,0.292043,0.7676219
63040,2317,18147,1.0,91.3493,0.2385694,1.831067,0.02071631,0.8055694,0.7644543,-0.1969917,2.67412,0.0001862392,1.173825,0.444788,0.6273463
63042,2319,19183,1.0,91.446,0.2462783,1.719379,0.0204982,0.8345773,0.7639724,-0.06275497,2.377459,0.0003642082,1.117434,0.4581837,0.6107156
63044,2321,17049,2.0,90.7507,0.2462783,1.719379,0.0204982,0.8345773,0.7639724,-0.06275497,2.5822,-2.831647e-05,0.8097976,0.4581837,0.6107156
63051,2328,15278,6.0,92.757,0.2182514,1.906124,0.0232696,1.052843,0.8178648,0.008312664,2.365086,-0.0003142368,0.8012491,0.3620334,0.7136624
63054,2331,17345,5.0,91.6831,0.1972392,1.949235,0.02384157,0.9709565,0.7209246,-0.1173332,2.197295,-1.055406e-05,0.8098296,0.4266136,0.6322436
63056,2333,18742,1.0,91.2665,0.1972392,1.949235,0.02384157,0.9709565,0.7209246,-0.1173332,2.31269,0.0001591806,0.8787225,0.4266136,0.6322436
63057,2334,17211,3.0,90.6889,0.1972392,1.949235,0.02384157,0.9709565,0.7209246,-0.1173332,2.502364,9.513349e-05,0.9578862,0.4266136,0.6322436
63058,2335,16650,1.0,90.8896,0.17333,2.103658,0.02367096,1.137394,0.7218667,-0.2896077,2.447253,8.427308e-05,0.9689349,0.3792907,0.6895055
63060,2337,19836,3.0,90.0506,0.1851014,2.186761,0.02159171,1.023898,0.7709644,-0.5038488,2.230291,7.681963e-05,0.9775221,0.3488258,0.7324655
63062,2339,17432,7.0,89.6743,0.2363745,1.713522,0.01966267,0.9448902,0.758784,-0.09705799,2.238319,6.380431e-05,0.9618494,0.4458183,0.6327913
63063,2340,15642,8.0,89.5561,0.2363745,1.713522,0.01966267,0.9448902,0.758784,-0.09705799,2.154113,3.467886e-05,1.062601,0.4458183,0.6327913
63072,2349,17741,5.0,94.1552,0.1960506,1.994714,0.02060902,0.9921635,0.7185104,-0.4309759,2.391438,0.0004380997,1.248135,0.4209214,0.6635967
63073,2350,18436,4.0,94.4896,0.2071323,1.872391,0.02093085,0.9479001,0.7083466,-0.4522999,2.401887,0.0004419101,1.250203,0.4558147,0.6239468
63078,2355,15775,3.0,91.4232,0.2116086,1.801106,0.01976156,0.8962793,0.6894035,-0.3987568,2.24427,0.0003452803,0.9082315,0.4881664,0.5925128
63080,2357,18443,1.0,90.6328,0.2298852,1.813587,0.02071335,0.7967648,0.7178786,-0.4406647,2.569495,0.0001446192,1.033028,0.4875188,0.5968597
63084,2361,19331,1.0,91.1298,0.2298852,1.813587,0.02071335,0.7967648,0.7178786,-0.4406647,2.764875,-5.605818e-05,0.8186752,0.4875188,0.5968597
63091,2368,16895,21.0,89.7995,0.2369823,2.001677,0.02068791,0.7357167,0.7875016,-0.4093484,2.786905,-8.071333e-05,1.005528,0.4165294,0.6648991
63112,2389,16563,5.0,90.0003,0.2282988,1.873149,0.0191091,0.8644824,0.8154984,-0.2862932,2.328567,0.0001725227,1.03158,0.3729895,0.6658552
63118,2395,16084,7.0,91.0418,0.2429669,1.86803,0.02471916,0.878952,0.7640328,-0.4957537,2.004055,-2.679714e-05,1.077446,0.4596693,0.6531673
63119,2396,19890,7.0,91.2741,0.2429669,1.86803,0.02471916,0.878952,0.7640328,-0.4957537,2.216768,3.649751e-06,0.9743905,0.4596693,0.6531673
63124,2401,18829,2.0,91.9369,0.2498492,1.818162,0.02461371,0.7253868,0.7705004,-0.7577262,2.230305,0.0001750571,0.9197879,0.4633998,0.6009665
63127,2404,17671,10.0,91.4237,0.2655631,1.732397,0.02334635,0.705564,0.7967949,-0.8332566,2.620067,-6.755909e-05,1.094191,0.4560746,0.5951602
63128,2405,17316,7.0,91.3956,0.2655631,1.732397,0.02334635,0.705564,0.7967949,-0.8332566,2.719168,-0.0001577642,1.019788,0.4560746,0.5951602
63129,2406,19339,1.0,91.5048,0.2655631,1.732397,0.02334635,0.705564,0.7967949,-0.8332566,2.264921,8.489588e-06,1.053478,0.4560746,0.5951602
63138,2415,17884,4.0,92.5783,0.2650044,1.704701,0.0223052,0.7563102,0.7775788,-1.019684,2.572549,-7.83717e-05,1.004684,0.4762489,0.5997463
63141,2418,19334,7.0,91.6408,0.2407024,1.764054,0.02035233,0.8010308,0.7770532,-1.043322,2.687623,-6.712886e-06,1.001316,0.4334114,0.612186
63143,2420,19550,9.0,90.9416,0.2468922,1.711863,0.0236888,0.8035559,0.7725435,-0.8611307,2.44862,0.0001343589,0.9531302,0.4544478,0.5919328
63146,2423,15240,1.0,91.5655,0.2468922,1.711863,0.0236888,0.8035559,0.7725435,-0.8611307,2.708346,-3.356418e-05,0.8773228,0.4544478,0.5919328
63147,2424,15381,10.0,91.5091,0.2468922,1.711863,0.0236888,0.8035559,0.7725435,-0.8611307,2.841974,-0.0001236569,0.9194294,0.4544478,0.5919328
63148,2425,17809,10.0,90.9308,0.2468922,1.711863,0.0236888,0.8035559,0.7725435,-0.8611307,2.383735,2.128108e-05,1.005139,0.4544478,0.5919328
63150,2427,18382,2.0,91.0477,0.250151,1.727019,0.02508363,0.8183828,0.7752333,-0.8798086,2.439725,0.0001641086,0.9795943,0.4590431,0.6005426
63152,2429,17358,9.0,91.2168,0.250151,1.727019,0.02508363,0.8183828,0.7752333,-0.8798086,2.463986,0.0001063129,0.9744835,0.4590431,0.6005426
63157,2434,17768,15.0,92.0952,0.2030189,2.026546,0.0261343,0.9892577,0.7723163,-0.7419025,2.609455,-0.0002610686,0.9408508,0.3852607,0.6798594
63159,2436,19201,1.0,93.6885,0.1962375,2.014102,0.02303664,0.9601186,0.7649713,-0.9778529,2.893784,-0.0003993311,1.058656,0.3758123,0.6644262
63161,2438,18992,1.0,92.0967,0.165407,2.313329,0.02435277,1.071007,0.7814896,-0.8754335,2.800949,-0.0002620365,1.02337,0.3117665,0.7377658
63163,2440,17462,7.0,92.242,0.2010494,2.257457,0.02534949,0.8413768,0.8040247,-1.108379,2.857626,-0.000143802,1.020588,0.351212,0.71812
63165,2442,15840,9.0,91.4172,0.2010494,2.257457,0.02534949,0.8413768,0.8040247,-1.108379,2.261105,0.0001310244,1.002277,0.351212,0.71812
63170,2447,19681,3.0,91.3761,0.1818891,2.55219,0.02614437,0.8883596,0.8173478,-0.5231971,2.815771,-4.680443e-05,0.8768901,0.3123648,0.8047959
63172,2449,19189,2.0,90.4685,0.1699693,2.689415,0.02486061,0.8545923,0.8056939,-0.6491971,2.491684,-5.246352e-05,0.9607434,0.3011265,0.8195699
