,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
55306,6678,6809,5.0,90.7949,0.09369032,3.347499,0.02324822,1.037405,0.6430697,0.151684,2.768255,-0.0001361463,1.075592,0.284333,0.8064754
55322,6694,7786,1.0,90.8065,0.1852691,1.931469,0.02326596,1.006158,0.6862962,-0.2214534,2.919616,0.0002936336,1.049898,0.4441148,0.60777
55324,6696,5270,5.0,92.2556,0.1525731,2.545479,0.02525584,0.9363717,0.7065467,-0.2004431,2.959423,0.0003104979,1.042827,0.3575123,0.7167932
55334,6706,7434,1.0,92.3337,0.2086884,1.870243,0.02133507,0.8935962,0.8072165,-0.13023,2.91438,0.0001786191,1.014418,0.3540027,0.6349188
55349,6721,9172,7.0,93.8384,0.1766587,1.978717,0.02361347,1.046052,0.6438631,0.7381332,2.151325,0.0002291818,0.9871794,0.4846499,0.6014474
55351,6723,8297,1.0,93.3368,0.1766587,1.978717,0.02361347,1.046052,0.6438631,0.7381332,2.139086,-0.0001398098,1.011926,0.4846499,0.6014474
55352,6724,9019,2.0,93.399,0.1634927,2.110796,0.02222504,0.9429479,0.6907572,0.1450823,2.201401,-0.0001250117,1.035537,0.3905767,0.6104077
55353,6725,7537,1.0,90.1703,0.1148777,3.16777,0.02210944,0.9254868,0.6931572,-0.6807566,2.265709,-0.000110413,1.074229,0.2864533,0.8330542
55354,6726,7344,12.0,89.8983,0.1363948,2.697709,0.02461327,0.9728651,0.7066561,-0.4140162,2.17675,-0.0001166819,1.072018,0.3237168,0.7371374
55362,6734,8757,3.0,90.4131,0.149756,2.9488,0.02364092,0.8197009,0.8153836,-0.844005,2.214567,0.0001308222,0.9796258,0.2617748,0.8604389
55363,6735,7977,3.0,90.8789,0.149756,2.9488,0.02364092,0.8197009,0.8153836,-0.844005,2.504049,-6.070449e-05,0.8520817,0.2617748,0.8604389
55364,6736,9211,1.0,91.7374,0.08445682,3.776833,0.02388108,0.9433453,0.7370858,-1.056584,2.559218,-5.052519e-05,0.8473656,0.2005944,0.9111138
55365,6737,8465,5.0,90.9881,0.08602431,3.792846,0.02384521,0.9595285,0.7388693,-1.12704,2.547702,-5.309636e-05,0.8536291,0.2024327,0.9372262
55366,6738,9848,1.0,91.1378,0.08602431,3.792846,0.02384521,0.9595285,0.7388693,-1.12704,2.589969,0.0001265372,0.8567576,0.2024327,0.9372262
55371,6743,6007,3.0,90.7111,0.1950684,2.26605,0.02470097,0.8972151,0.7818844,-0.3947132,2.046631,-8.339468e-05,1.064052,0.3605398,0.7262099
55373,6745,8988,1.0,90.7058,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,2.22379,5.434413e-05,0.9843538,0.482423,0.5924901
55375,6747,5673,7.0,91.9668,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,2.367908,-5.718819e-05,1.237882,0.482423,0.5924901
55376,6748,7531,1.0,90.8919,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,2.277261,-6.313966e-05,1.131731,0.482423,0.5924901
55378,6750,9898,7.0,90.9296,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,3.044799,-6.863769e-06,1.098012,0.482423,0.5924901
55381,6753,5131,2.0,90.8136,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,2.929481,-2.378295e-05,0.9805924,0.482423,0.5924901
55382,6754,5096,2.0,90.6885,0.225789,1.827956,0.02316061,0.8113978,0.7192881,-0.6573575,2.751231,5.377807e-05,0.9456055,0.482423,0.5924901
55383,6755,6672,6.0,91.0641,0.2194936,1.885404,0.02445134,0.8718836,0.6995126,-0.4323136,2.722087,5.086528e-05,0.9355853,0.4998573,0.6080618
55385,6757,6337,6.0,90.4271,0.2194936,1.885404,0.02445134,0.8718836,0.6995126,-0.4323136,2.443855,-1.603083e-05,0.9951021,0.4998573,0.6080618
55392,6764,6187,1.0,91.1053,0.09340612,3.414534,0.02618642,0.9745137,0.6791631,-0.1803443,3.127515,7.914707e-05,1.100446,0.2606686,0.801744
55394,6766,7794,1.0,91.868,0.09340612,3.414534,0.02618642,0.9745137,0.6791631,-0.1803443,2.848898,0.0001363703,0.9077828,0.2606686,0.801744
55397,6769,8728,1.0,95.399,0.0807999,3.62739,0.02604744,0.9649527,0.6699265,-0.8521931,2.977829,0.0004221971,0.8553673,0.2395078,0.7988965
55401,6773,7176,1.0,92.0601,0.1549603,2.29265,0.02472376,0.8341715,0.6444315,-0.8132482,3.025481,0.0001065888,1.008334,0.4342202,0.599533
55403,6775,6199,3.0,92.1824,0.1549603,2.29265,0.02472376,0.8341715,0.6444315,-0.8132482,2.968,0.0001239332,1.083349,0.4342202,0.599533
55404,6776,7480,1.0,90.6095,0.1622831,2.270356,0.02371855,0.8846795,0.6693236,-0.546189,2.931933,0.0001086805,1.073825,0.4166256,0.6305776
55410,6782,6878,5.0,93.821,0.1509842,2.654106,0.02500526,0.7982187,0.6604754,-0.7340906,2.831588,7.949859e-05,0.9587749,0.4049114,0.7019237
55413,6785,7273,1.0,92.2836,0.1428488,2.749316,0.02395073,0.8237481,0.6920546,-0.9507668,2.644104,-3.801368e-05,0.9525206,0.3496133,0.7332146
55417,6789,5098,1.0,91.2191,0.1667869,2.139477,0.02356821,0.9597744,0.6828395,-0.8421619,2.864928,0.0001445469,0.9557321,0.4096325,0.6225407
55423,6795,6416,1.0,91.42,0.197519,1.82923,0.02142715,0.9564923,0.7166334,-0.923422,2.687644,-2.538042e-05,0.9419043,0.4275816,0.5995365
55427,6799,6855,7.0,91.582,0.197519,1.82923,0.02142715,0.9564923,0.7166334,-0.923422,2.879743,0.0001264167,1.049806,0.4275816,0.5995365
55433,6805,7069,1.0,95.6754,0.1822831,2.172998,0.02127382,1.040354,0.761513,-0.6026651,2.500591,0.0005366297,1.132949,0.3521303,0.7256616
55444,6816,5197,4.0,92.9892,0.1606574,2.043026,0.0219024,1.196376,0.8176762,-0.5979984,2.481885,-0.0001802037,1.007329,0.2740135,0.6965785
55449,6821,9790,2.0,90.9687,0.1218355,2.891487,0.02154072,1.079613,0.7573953,-0.1762067,2.553762,0.0002768806,1.031893,0.2510607,0.8232128
55452,6824,5669,2.0,92.7396,0.1238078,3.01402,0.02304812,0.9584154,0.7868887,0.0910248,2.826221,0.0003030599,0.922672,0.2382131,0.8350545
55455,6827,5455,2.0,92.4165,0.09901722,3.725892,0.02144896,1.025666,0.8143092,0.0777004,2.82433,0.0002901934,0.9244469,0.1826428,1.06928
55460,6832,6750,11.0,91.5844,0.1466044,2.72447,0.02542644,1.022786,0.7717609,0.02899969,2.91151,0.0002550731,0.8862983,0.2899105,0.8124937
55462,6834,9222,1.0,90.2651,0.139625,2.948013,0.02499845,0.9363886,0.7949698,-0.2611278,2.652647,0.0001853664,0.9475689,0.2615089,0.8548809
55465,6837,5403,1.0,92.3734,0.1182142,3.102267,0.02291974,0.9050851,0.7953711,-1.096477,2.511594,0.0002331651,1.088474,0.2241142,0.8289397
55473,6845,9334,1.0,91.0376,0.1914017,2.351859,0.02548812,0.9078036,0.8150441,-0.4926136,2.282759,0.0001618071,1.127752,0.3274649,0.7592113
55477,6849,5859,1.0,91.3103,0.2105774,1.871968,0.02364253,0.8932795,0.7546875,-0.07673997,2.374097,0.0002421479,1.012156,0.4123655,0.6165267
55479,6851,7769,2.0,90.6981,0.2105774,1.871968,0.02364253,0.8932795,0.7546875,-0.07673997,2.762383,-4.994563e-05,1.033466,0.4123655,0.6165267
55480,6852,6966,4.0,90.3389,0.2097263,1.940421,0.02520565,0.86795,0.7343735,-0.2654459,2.766496,-4.111921e-05,1.045553,0.4368147,0.6179949
55483,6855,6289,7.0,92.2017,0.202614,2.125342,0.02396684,0.8883658,0.7329176,-0.2548903,2.249439,-0.0001840712,0.9132736,0.4230053,0.6770884
55486,6858,7499,1.0,93.7478,0.1899416,2.321546,0.02617715,0.9488918,0.7740927,0.1660751,2.515801,-0.000297692,0.753334,0.361742,0.7453119
55494,6866,7529,1.0,93.2499,0.13213,2.920081,0.02523631,0.9793676,0.7197037,-0.3571001,2.814427,-0.0002797832,1.005307,0.3050551,0.8095158
55498,6870,8587,1.0,90.807,0.1206766,2.945563,0.02457283,1.041014,0.6915138,-0.3966342,2.190368,-0.0003325664,1.065217,0.3050945,0.7890248
55499,6871,5701,20.0,91.3151,0.1206766,2.945563,0.02457283,1.041014,0.6915138,-0.3966342,2.417388,-0.0003631945,0.9086427,0.3050945,0.7890248
55500,6872,7140,3.0,92.7164,0.1861764,1.962867,0.02517043,1.166291,0.7636581,0.1564984,2.225614,-0.0004019757,0.9089418,0.3635125,0.6873895
55518,6890,5935,13.0,93.3375,0.1823916,1.778753,0.01934411,0.9460744,0.6432881,-0.249588,3.061955,-0.0002768606,1.263832,0.4890534,0.545583
55520,6892,5256,1.0,92.6463,0.1679072,2.102294,0.01941179,1.001259,0.6431665,-0.2456225,3.021774,-2.489617e-06,1.273649,0.454387,0.6289344
55521,6893,7762,9.0,92.3056,0.1679072,2.102294,0.01941179,1.001259,0.6431665,-0.2456225,3.026518,-5.120778e-05,1.177907,0.454387,0.6289344
55527,6899,5533,3.0,91.9439,0.1522366,2.155939,0.01940396,1.00515,0.6505768,-0.6187421,2.178066,-0.0003556841,1.010593,0.4070517,0.6164764
55534,6906,7677,12.0,90.7938,0.1003158,2.917822,0.02063769,1.154175,0.6421231,-0.4284691,3.000034,-1.223406e-05,1.076784,0.2949095,0.7279328
55547,6919,5256,1.0,90.9624,0.1983759,1.837523,0.01924823,0.8697047,0.6822457,-0.1357024,2.748173,7.334072e-05,1.13983,0.468931,0.5786673
55548,6920,5412,5.0,91.0677,0.1983759,1.837523,0.01924823,0.8697047,0.6822457,-0.1357024,2.956657,0.00019819,1.103863,0.468931,0.5786673
55552,6924,7904,3.0,91.9232,0.1446676,2.371209,0.02186972,1.007261,0.6651185,-0.8585994,2.777344,-0.0002730991,1.140411,0.3779114,0.6601586
55558,6930,5137,4.0,90.7401,0.120988,2.738927,0.02325718,1.079191,0.6689194,-0.8220208,2.272515,-5.858102e-05,0.879764,0.3238089,0.7248943
55559,6931,9546,3.0,91.7317,0.120988,2.738927,0.02325718,1.079191,0.6689194,-0.8220208,2.238769,3.407949e-05,0.7877542,0.3238089,0.7248943
55572,6944,6405,2.0,93.9548,0.1425005,2.560883,0.0198148,1.027742,0.785048,-0.3899617,2.736062,-0.0002058795,0.7109862,0.2644157,0.7715171
55574,6946,5398,2.0,92.7209,0.0833756,3.888332,0.02076618,0.9496807,0.7134021,-0.3726808,3.084401,2.350914e-05,0.72846,0.2058895,0.9810375
55575,6947,9591,8.0,91.383,0.0833756,3.888332,0.02076618,0.9496807,0.7134021,-0.3726808,2.893864,-8.053797e-05,0.8708102,0.2058895,0.9810375
55579,6951,8313,20.0,91.409,0.06786757,4.258086,0.02110705,0.8894049,0.7166559,-0.92297,2.839884,-0.0001478377,0.9039713,0.1744928,0.9881057
55585,6957,5212,2.0,92.8477,0.06786757,4.258086,0.02110705,0.8894049,0.7166559,-0.92297,2.590611,-0.0002154208,1.058168,0.1744928,0.9881057
55588,6960,7763,10.0,90.7426,0.06786757,4.258086,0.02110705,0.8894049,0.7166559,-0.92297,3.094293,9.575572e-05,1.081387,0.1744928,0.9881057
55597,6969,9611,1.0,90.0481,0.1123,3.033108,0.02197823,1.08532,0.7372324,-0.8378018,2.148656,-0.0001502321,0.9961993,0.2482419,0.8296625
55605,6977,7155,1.0,90.5691,0.1261366,2.876006,0.01942665,1.089958,0.7869732,-1.357755,2.019577,6.17962e-05,0.94786,0.2360746,0.8624992
55606,6978,7576,2.0,91.3626,0.1261366,2.876006,0.01942665,1.089958,0.7869732,-1.357755,2.174263,0.000108669,0.9079643,0.2360746,0.8624992
55612,6984,8119,1.0,91.511,0.08293503,3.849503,0.0210864,1.169339,0.8178805,-1.228655,2.736667,-1.303399e-05,1.183393,0.1564675,1.063671
55615,6987,6381,2.0,92.2006,0.08293503,3.849503,0.0210864,1.169339,0.8178805,-1.228655,3.1262,0.000132289,1.036793,0.1564675,1.063671
55616,6988,5669,5.0,92.0814,0.08293503,3.849503,0.0210864,1.169339,0.8178805,-1.228655,3.063897,0.0001901316,0.933726,0.1564675,1.063671
55618,6990,5494,1.0,92.2418,0.07517081,3.975867,0.0235211,1.2389,0.8197334,-0.7311196,2.784741,-2.687994e-05,0.8599245,0.1478297,1.055312
55623,6995,8410,1.0,92.9211,0.07517081,3.975867,0.0235211,1.2389,0.8197334,-0.7311196,2.296976,0.000293437,1.144329,0.1478297,1.055312
55625,6997,8391,1.0,95.69,0.07596045,3.883044,0.02268312,1.201958,0.8125772,-0.956589,2.344024,0.0003108488,1.29811,0.1503717,1.006025
55627,6999,9722,2.0,94.7709,0.08351828,3.85393,0.02160555,1.065281,0.7860966,-1.564337,2.432217,0.0003289618,1.323843,0.17116,1.013402
55628,7000,6220,1.0,94.908,0.08351828,3.85393,0.02160555,1.065281,0.7860966,-1.564337,2.715856,0.000167294,1.369393,0.17116,1.013402
55629,7001,6180,9.0,93.7108,0.08351828,3.85393,0.02160555,1.065281,0.7860966,-1.564337,3.068127,0.0001793959,1.239717,0.17116,1.013402
55632,7004,7038,1.0,91.5693,0.145061,2.634186,0.02447324,1.147897,0.8056263,-0.09279331,2.887486,0.0002218672,1.114564,0.2622027,0.8350294
55645,7017,9215,13.0,92.5597,0.1550601,2.210264,0.0223892,1.261012,0.7086335,-0.05318907,2.384346,-4.867397e-05,1.116178,0.3546537,0.7236251
55646,7018,5322,4.0,90.1249,0.1523433,2.336077,0.02226935,1.140401,0.7134539,-0.03195743,2.449551,-3.536952e-05,1.107617,0.3443047,0.7227203
55656,7028,9090,9.0,90.9271,0.1977456,1.917755,0.01956466,1.037575,0.7536257,0.2813261,2.500254,-0.0001488405,1.095555,0.3837551,0.671334
55677,7049,5467,2.0,94.1733,0.0585358,4.405381,0.02186931,1.023921,0.7302836,-0.6692172,2.990301,0.0001903405,1.163234,0.1519728,0.9806438
55683,7055,9872,1.0,89.7327,0.08729708,3.67149,0.02319745,1.146633,0.7362249,-0.7720947,2.396099,0.0001346082,1.069333,0.2050426,0.9648716
55686,7058,6261,4.0,92.7152,0.08729708,3.67149,0.02319745,1.146633,0.7362249,-0.7720947,2.158384,0.0004533209,1.004258,0.2050426,0.9648716
55688,7060,7614,5.0,93.314,0.0608924,4.251593,0.02388235,1.203929,0.6822818,-0.2931437,2.180642,0.0004513894,0.9731048,0.1834959,0.970105
55692,7064,6046,1.0,90.8799,0.06663935,4.198794,0.02336527,1.15902,0.7248776,-0.535069,2.65986,0.0001398884,1.184327,0.1725172,1.015393
55693,7065,9627,8.0,92.1418,0.06663935,4.198794,0.02336527,1.15902,0.7248776,-0.535069,2.709129,-0.0001495554,1.215119,0.1725172,1.015393
55698,7070,5249,4.0,90.0074,0.07097491,4.317587,0.02276958,1.042492,0.7674905,-0.7025451,2.126153,-6.324724e-05,1.116223,0.160241,1.098604
55699,7071,9595,5.0,90.7354,0.08227533,4.123117,0.02438407,1.060112,0.7878952,-0.3752172,2.072366,-6.823933e-05,1.106003,0.1728531,1.114388
55712,7084,6234,1.0,91.0048,0.1268521,2.586781,0.02372192,1.147109,0.7072,-0.8246721,2.690215,0.0001482115,0.9759652,0.3023566,0.721845
55716,7088,5683,2.0,91.0363,0.1253443,2.656629,0.02367411,1.178594,0.748428,-0.6333005,2.724365,0.000108876,1.074427,0.2671857,0.7651459
55722,7094,9745,6.0,91.0255,0.1128463,2.842584,0.02559234,1.250078,0.6800474,-0.3420899,2.031477,0.0001638866,1.227828,0.3007426,0.7709614
55730,7102,6563,3.0,93.0598,0.1071969,2.954937,0.0260459,1.272168,0.6796267,0.5943306,2.000019,0.0002800232,1.107544,0.289866,0.7907518
55731,7103,9188,2.0,93.8207,0.1071969,2.954937,0.0260459,1.272168,0.6796267,0.5943306,2.565441,0.0002966454,1.021307,0.289866,0.7907518
55734,7106,6973,3.0,95.1919,0.09133119,3.64692,0.02360195,1.104445,0.7438809,1.019509,2.759199,0.0001248932,0.9156469,0.208865,0.9675061
55741,7113,8460,1.0,91.5314,0.08354342,3.927776,0.02250422,1.122079,0.8056487,-0.1167233,2.589952,1.562919e-05,1.242925,0.1643764,1.072147
55742,7114,7441,8.0,91.1135,0.08354342,3.927776,0.02250422,1.122079,0.8056487,-0.1167233,2.694768,0.0001743518,1.155432,0.1643764,1.072147
55743,7115,9572,2.0,93.1841,0.08354342,3.927776,0.02250422,1.122079,0.8056487,-0.1167233,2.46532,0.0003275683,1.120396,0.1643764,1.072147
55751,7123,7437,3.0,91.8871,0.09577118,3.566352,0.0227699,1.033346,0.8097662,-0.3199143,2.856186,0.0003056497,1.027583,0.181762,0.9543856
55756,7128,7580,1.0,92.4938,0.0788001,3.994002,0.02003765,1.041867,0.8177936,-1.155321,2.909315,0.0002451561,1.218935,0.1487499,1.0492
55757,7129,9267,1.0,92.275,0.0788001,3.994002,0.02003765,1.041867,0.8177936,-1.155321,2.678428,0.0003127672,1.13117,0.1487499,1.0492
55761,7133,5198,7.0,91.4829,0.0797347,3.876338,0.0209266,1.054931,0.7985595,-1.151775,2.841919,-9.120577e-05,1.132966,0.1588613,0.9926914
55764,7136,7828,1.0,90.6838,0.1133029,3.235681,0.02132295,1.028571,0.8156936,-1.44215,2.578448,-5.586661e-05,1.059169,0.2033047,0.9246292
55766,7138,5089,2.0,93.0088,0.09273127,3.759413,0.02070064,0.9276556,0.8006312,-1.995839,2.901379,6.143259e-05,1.046846,0.1779629,0.9987937
55784,7156,7908,1.0,92.775,0.1518967,2.83024,0.02112824,0.8394799,0.8174947,-1.071397,2.92981,-0.000254698,0.8526029,0.2598679,0.8406104
55788,7160,9855,9.0,91.3103,0.1894033,2.214864,0.01888913,0.8766162,0.7587043,-0.2299496,2.997526,-0.0003587402,0.9326722,0.3629688,0.7098294
55789,7161,6481,2.0,92.3478,0.1974874,1.98102,0.02034771,0.9118484,0.7602702,0.1221129,2.951361,-0.0003629892,0.918273,0.3779848,0.650263
55790,7162,8426,1.0,92.3668,0.18972,2.024405,0.020453,0.8497687,0.7367257,-0.5248201,3.003711,-0.0003454793,0.9474838,0.3884135,0.6264212
55804,7176,8866,6.0,91.0972,0.2258781,2.008166,0.02071157,0.7945883,0.8075523,0.1606354,2.731817,0.0002436729,1.077556,0.3791111,0.6760828
55809,7181,5190,1.0,91.7351,0.2190853,2.037099,0.02214972,0.8211114,0.8016204,0.03975618,2.143633,-4.556623e-05,0.9393576,0.3764098,0.6776505
55816,7188,5093,1.0,90.4377,0.224483,1.8367,0.0223729,0.779111,0.7278868,-0.2742238,3.005312,0.0001021392,1.109123,0.4671406,0.5898811
55820,7192,5142,1.0,92.3532,0.1814932,2.090716,0.02337343,0.8500215,0.7049312,-0.623863,2.805808,-0.0002478183,1.177578,0.4135625,0.6135228
55822,7194,8707,1.0,92.5893,0.1548911,2.287387,0.02376743,0.8681617,0.6650223,-0.8390086,2.846621,-0.0002354228,1.17908,0.4054287,0.6146492
55825,7197,5410,1.0,91.6633,0.1404477,2.707969,0.02346082,0.9350176,0.6919381,-0.4235349,2.921602,-0.0003486828,1.099382,0.3436928,0.7451965
55838,7210,5908,1.0,93.1614,0.2257561,1.833996,0.02283105,0.9014006,0.8118142,0.3351794,2.403319,-0.00011701,1.138043,0.3781719,0.6468242
55843,7215,6231,4.0,91.9231,0.1919438,2.530434,0.02357281,0.8583532,0.8192257,-0.1907529,2.322743,0.0001307701,1.165744,0.3220844,0.822258
55850,7222,6490,3.0,92.2936,0.1927728,2.137284,0.02622205,0.9514532,0.8144606,0.1911895,2.149743,3.968324e-05,1.10504,0.3311078,0.6965024
55854,7226,5518,18.0,90.2555,0.2111499,2.021921,0.02474165,0.9158729,0.7962986,0.1628739,2.34887,7.154331e-05,0.9509084,0.3730308,0.6800047
55858,7230,6694,1.0,91.8582,0.1994919,1.991819,0.02452529,0.9616149,0.7641019,0.0824007,2.835415,-0.0001279825,0.8937213,0.3847919,0.6570267
55860,7232,5398,1.0,90.7326,0.1994919,1.991819,0.02452529,0.9616149,0.7641019,0.0824007,2.710192,-0.0002452065,1.099293,0.3847919,0.6570267
55861,7233,9408,3.0,90.0805,0.1994919,1.991819,0.02452529,0.9616149,0.7641019,0.0824007,2.538343,-0.0001357203,0.9944344,0.3847919,0.6570267
55865,7237,9465,4.0,92.5343,0.1761003,2.149821,0.02504565,1.026087,0.7804531,-0.86557,2.245032,-0.0002697519,1.254623,0.3312885,0.6868182
55869,7241,9395,1.0,91.2406,0.1776005,2.113288,0.02605054,1.001929,0.7377675,-0.161194,2.14749,-0.0002128426,1.172336,0.375335,0.6538267
55874,7246,6962,8.0,95.2725,0.1279916,2.915154,0.02511818,0.960225,0.7115774,-1.06429,2.235683,-0.000574585,1.128196,0.3036561,0.783647
55875,7247,5350,1.0,95.883,0.1279916,2.915154,0.02511818,0.960225,0.7115774,-1.06429,2.131465,-0.0005796284,0.8775645,0.3036561,0.783647
55876,7248,5929,1.0,95.5948,0.1279916,2.915154,0.02511818,0.960225,0.7115774,-1.06429,2.07203,-0.0004424469,0.7626468,0.3036561,0.783647
55890,7262,8818,4.0,91.4517,0.1853726,1.996704,0.02208622,0.9857279,0.7278607,-0.6425529,2.420278,-9.229857e-05,1.245116,0.3928092,0.6401145
55895,7267,7336,1.0,90.307,0.182759,2.170164,0.02603605,1.057411,0.7467629,-0.05374328,2.277327,0.0001586924,1.022739,0.3755713,0.7048298
55898,7270,5653,6.0,90.3181,0.1781828,2.113025,0.02617429,1.047337,0.7317768,-0.3202881,2.176786,0.0001767353,1.171269,0.3828241,0.6666516
55905,7277,9150,2.0,91.4124,0.130559,2.548222,0.02053099,1.119053,0.7092876,-0.2777734,2.362828,0.0001122694,0.8230043,0.3016051,0.7313419
55910,7282,8240,4.0,92.3166,0.1466213,2.244907,0.02018845,1.22696,0.7321641,-0.5264066,2.322126,-0.0002957814,0.888606,0.3123766,0.7200085
55918,7290,6554,3.0,92.2436,0.135433,2.493087,0.02096003,1.190288,0.7828038,-0.346379,2.685524,-0.0002536171,0.9274976,0.2562694,0.7731998
55919,7291,5598,1.0,92.5259,0.1457479,2.281767,0.02264391,1.19733,0.7501197,0.004659263,2.666361,-0.000252744,0.9108443,0.3004125,0.7131854
55920,7292,9062,3.0,91.8691,0.1457479,2.281767,0.02264391,1.19733,0.7501197,0.004659263,2.300219,-0.0001461695,1.090745,0.3004125,0.7131854
55926,7298,9033,2.0,92.1533,0.1907617,1.768306,0.02023499,1.041431,0.7141519,0.2358737,2.712396,-0.0001188755,0.9454423,0.4149715,0.5980212
55930,7302,6138,2.0,93.9097,0.1907617,1.768306,0.02023499,1.041431,0.7141519,0.2358737,2.238612,-8.48825e-05,0.7745918,0.4149715,0.5980212
55931,7303,7033,6.0,95.3661,0.191023,1.972892,0.02144926,1.089777,0.6975233,0.6174157,2.205321,-9.307486e-05,0.7601269,0.4380256,0.6667048
55932,7304,5084,4.0,96.2235,0.191023,1.972892,0.02144926,1.089777,0.6975233,0.6174157,2.123576,-0.0001211567,0.7128719,0.4380256,0.6667048
55934,7306,7040,4.0,91.8115,0.1146633,3.152955,0.02286856,1.107283,0.742633,-0.8256728,2.16206,-9.507981e-05,0.7845049,0.2505441,0.8971316
55945,7317,9919,1.0,92.6248,0.1603286,2.286591,0.02153163,1.131572,0.7760412,-0.2505562,2.442685,-0.0003749827,0.9315036,0.3030426,0.748927
55947,7319,8187,1.0,91.9817,0.1550355,2.542681,0.02128827,0.9821387,0.8131566,-0.5449873,2.508876,-0.0003590786,0.9422387,0.267637,0.7865413
55952,7324,8055,2.0,91.264,0.1600576,2.267454,0.02055801,0.9709888,0.7164777,-0.09241085,2.532396,-0.0002034254,1.068664,0.3530987,0.6752388
55953,7325,9568,1.0,92.1012,0.1600576,2.267454,0.02055801,0.9709888,0.7164777,-0.09241085,2.248204,-0.0003276078,1.122571,0.3530987,0.6752388
55962,7334,9469,1.0,94.1454,0.09260537,3.631332,0.01937648,1.170561,0.726707,0.3452596,2.447443,-0.0001699163,1.050263,0.2132651,1.031641
55964,7336,5891,9.0,91.1733,0.07549655,3.997829,0.01913018,1.138508,0.7282921,0.2556957,2.446659,0.0001100096,1.107394,0.1796176,1.051253
55975,7347,5554,8.0,92.3023,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,2.457872,0.0001633144,1.108315,0.2011423,0.9681277
55976,7348,9379,27.0,92.6466,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,2.284282,-0.0001832462,1.16368,0.2011423,0.9681277
55977,7349,7585,1.0,94.5412,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,2.720225,-0.0004436727,1.165581,0.2011423,0.9681277
55985,7357,6740,8.0,91.6867,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,2.666468,-0.0001462904,0.9960528,0.2011423,0.9681277
56001,7373,9828,1.0,91.5893,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,3.063547,-0.0001363045,1.057175,0.2011423,0.9681277
56007,7379,9390,7.0,91.749,0.06659934,4.1169,0.01959016,1.068853,0.6570407,0.265849,2.758449,-3.483061e-05,1.083234,0.2011423,0.9681277
56011,7383,8598,3.0,92.3265,0.07036029,3.948944,0.02148823,1.086862,0.6741671,-0.09568362,2.18039,-0.0001566981,1.153008,0.2035036,0.9195623
56012,7384,6739,5.0,91.0575,0.07894968,3.719857,0.02155715,1.100235,0.6763031,-0.2636801,2.161085,-0.0001575166,1.164918,0.2211502,0.8995757
56017,7389,9255,3.0,91.5763,0.06955072,3.949843,0.02037638,1.122762,0.6721292,-1.168873,2.482445,-8.811371e-05,1.203464,0.2004863,0.9331894
56024,7396,7833,4.0,91.2599,0.1007092,3.118057,0.01881261,1.158916,0.7159932,-0.8998311,2.050054,-0.0002404248,1.151827,0.2344033,0.8451444
56026,7398,5150,3.0,90.7588,0.1007092,3.118057,0.01881261,1.158916,0.7159932,-0.8998311,2.436001,-6.094961e-05,0.9029089,0.2344033,0.8451444
56027,7399,7379,3.0,91.6204,0.162767,2.137077,0.01929043,1.065674,0.7142009,-1.046639,2.403141,-6.08244e-05,0.9227353,0.3581801,0.6715822
56028,7400,9741,1.0,92.0076,0.1808894,1.806736,0.01896266,1.075821,0.7433299,-1.163584,2.364187,-6.73135e-05,0.9357132,0.3628633,0.616453
56029,7401,7155,2.0,92.9558,0.1808894,1.806736,0.01896266,1.075821,0.7433299,-1.163584,2.630968,3.055381e-05,0.8285248,0.3628633,0.616453
56031,7403,9974,7.0,95.8439,0.1511493,2.39623,0.01961478,1.026649,0.7078909,-1.418936,2.718219,0.0002628069,0.9120726,0.3420575,0.716333
56036,7408,7895,2.0,93.9987,0.1059098,2.919879,0.01902547,1.068535,0.7022015,-1.79936,2.342631,0.0003206961,1.065676,0.25468,0.7587003
56038,7410,9095,3.0,93.3102,0.1059098,2.919879,0.01902547,1.068535,0.7022015,-1.79936,2.126492,0.0002358664,1.032276,0.25468,0.7587003
56039,7411,9550,6.0,90.7415,0.1002699,3.148677,0.01900454,1.092482,0.661357,-0.836582,2.144445,0.0002274957,0.9750286,0.2741666,0.8159619
56045,7417,9005,1.0,91.0828,0.1261929,2.818444,0.02051055,1.027815,0.7068201,-0.735937,2.309312,-0.000124076,0.8720458,0.2949343,0.7872772
56047,7419,9120,3.0,90.1189,0.1261929,2.818444,0.02051055,1.027815,0.7068201,-0.735937,2.040454,1.309064e-05,1.002039,0.2949343,0.7872772
56049,7421,5356,2.0,90.4509,0.1690489,2.213632,0.02331725,0.9444816,0.6857308,-0.8449122,2.005826,2.128672e-05,1.020191,0.4104622,0.648609
